text,球迷的聊天
有夠可愛,1
愛的多重宇宙？！🤣,1
愛老虎油,1
嘲諷吧,1
臭XD,1
因為手形啊,1
⋯⋯⋯,1
故意比愛心欸,1
對啊,1
男排比爱心好好笑,1
the taiwan taichung is attitude,1
這場放掉了,1
好沒品,1
嗚嗚ㄚㄚ,1
♥,1
無言,1
五局大戰,1
+UUUUUUUUUUUUUU,1
pipset pa nga,1
bawi sa pepset,1
有點火藥味？,1
another cutieeee,1
值回票價,1
好調侃,1
五局了,1
比愛心大賽,1
感覺在諷刺...,1
只有自己懂很好笑,1
只是喜歡比愛心的男孩子一枚🫶🫶🫶🫶🫶,1
bawi,1
這不是可愛吧 無聊的嘲諷,1
小朋友,1
好屁,1
比愛心前面就有了啦 不是嘲諷 不要想太多,1
有什麼好嘲諷...,1
還好啦 這點嘲諷才有趣,1
真的是調侃嗎⋯⋯⋯,1
19 gogogo,1
水準..,1
超沒水準,1
napaka snowflakes mo naman,1
⋯不用這麼往心裡去吧⋯⋯,1
Taiwanese players are a little rude compared to Japanese,1
原來是調侃？,1
maganda pa angasan sa spiker's turf kesa dito medyo rude ems,1
原來比愛心不行?,1
@@,1
比愛心就玻璃心碎喔,1
過度解讀了吧🫠,1
笑死還要被黑喔 是在亂帶風向？,1
比個愛心都得被罵…,1
真的不用那麼玻璃,1
唉呦,1
催蕊了吧,1
師大連線,1
傻眼,1
？並非當事人不要給自己加戲了🫶,1
開吵 ！,1
可憐,1
抖了一下,1
好了啦 那大叫也是嘲諷喔,1
pipset please,1
開吵,1
跟藍色窗簾一樣,1
超好笑,1
能打架就不要吵架,1
笑死這樣都能腦補,1
蔡比的不是愛心吧 但我覺得很好笑,1
哇!!,1
Ngayon lang sila nag swag ng ganyan asar talo ka pag naasar ka,1
support nalang po tau,1
我要看灣給,1
pumapalag pa oh 🙌,1
我只有看過一場排球打架,1
別now了連粉,1
能摔角就不要打架,1
吞下去！,1
nagtataka ako kung bakit rude yun? masama bang mag celebrate? wag kang snowflakes beh!,1
不會啦這樣比賽才好玩,1
妳們又知道是什麼意思？,1
不要吵架,1
Kahiya hiya nga naman pag natalo tong tai power national team sa bago club lang ,1
五局,1
比愛心就嘲諷喔 笑死,1
笑死那個哎呀超有默契,1
哎呀哎呀,1
ay,1
Pls let us avoid such comment,1
！？？？,1
sa true,1
手軟,1
....,1
eyyyy,1
蝦米,1
嗨,1
難講囉,1
???,1
笑死XDD,1
lezzzgoooo,1
拐一下氣,1
kaya payan,1
怎麼可能追兩分,1
parang nang asar na di mo malaman,1
一定夯,1
比愛心在幾分的時候呀,1
拐氣王,1
好了啦 說嘲諷的 超ㄏ,1
支持台灣排球,1
8828,1
isa nalang,1
繼續壓！！！！,1
挖賽 😱😱😱,1
extended set pls,1
剩一分,1
有懸念喔,1
上,1
‼‼‼‼‼,1
1 more,1
幾張囉老歌,1
5局！！,1
BASTOS YUNG NO. 6,1
完了,1
哇,1
終於,1
排球很難吵架啦 又不是肢體接觸的運動,1
衝殺🥹,1
平了,1
丟士,1
撐到24了‼‼,1
哇哇哇！,1
5th set juseyoooooo,1
平了,1
水哦,1
nawala yabang ng kabila,1
24:24,1
太精采了吧,1
下去瞜,1
所以你沒本事只能抱腿呀，嫩,1
要提早下班囉~~~,1
快,1
天罰，再屁啊！,1
追平了！！！！！,1
現在才剛開始,1
歐買尬!!!!!!!!,1
爛死,1
LETS GOOOOOOOOO!,1
該不會要30!,1
加班加班加班加班,1
爛尾,1
「接得很糟糕😂🤣,1
gogogo,1
NO. 6 so rude,1
場外第三球,1
有戲,1
LOL,1
槌下去,1
9026!!!~,1
NO. 6 bastos!!!,1
WS,1
超輕,1
grabe. clutch kung clutch,1
HONGJOE!@,1
powerspike,1
許 跳出來！,1
亂接（？,1
9千!,1
趕九點嗎,1
9146,1
九千‼,1
bumalik na idol kung setter,1
戰力指數破萬了,1
nako,1
今天要破萬！！！！,1
要,1
end na,1
漂亮,1
😵,1
進五局應該可以破萬,1
....,1
要吐了,1
one了,1
go baby,1
別亂了蔡佩張,1
心態出現問題,1
喔買尬,1
？？？？？,1
bebe bat ganun,1
bawal baby bra warrior dito nakakahiya,1
i pa check up niyo yang no. 6. ang bastos,1
胃好痛,1
佩彰真棒,1
夯,1
需要愛心,1
😤,1
屁孩ㄚ,1
大力催,1
沒比愛心,1
5th set juseyoooo,1
🙌🙌🙌🙌🙌🙌🙌🙌,1
7,1
爛尾,1
五局啦！,1
taennnnnnn,1
靠～～～,1
不可能,1
吐了,1
雙目 你來啦！,1
nice,1
哇⋯,1
😢,1
naiiyak na ako kaibigan,1
接的好欸,1
out,1
😭,1
sayang,1
贛,1
有點誇張,1
cutieeee,1
sayang naman yun,1
sayang serve,1
！！！,1
摧,1
9416 了！,1
襪靠,1
怎麼放軟哭哭,1
那球out ,1
！！！！！！！！！,1
快吐了,1
心臟RRR,1
luh sayang yun,1
水拉~~~~~~~~~~~~~,1
wooohooo,1
2比2 2比2 2比2 2比2 2比2,1
sayanggg but omg fifth set!,1
shuta,1
！！！！,1
哇！,1
5局,1
快笑死,1
Aceeeeee,1
嘉軒比個愛心,1
Oh no,1
笑死,1
催蕊咯,1
哇～～～～～～～～～～,1
什麼心態,1
7,1
幹幹,1
準備破萬了各位,1
水～～,1
水水水,1
水,1
!!!!!!!!!!,1
可憐阿,1
WTF,1
經驗的接噴～,1
Out,1
walang depensa tlga ung opener na kambal!!!,1
.......,1
!!!!!!!!!!!!!!,1
天,1
心態打擊,1
不,1
!!!,1
Ace,1
快去厕所,1
Aceeeee,1
👏,1
bawi ,1
陳以燈~,1
拋球跟平常不太一樣,1
穩到一個不行,1
+++++++,1
九千五,1
太精采了,1
太狠了,1
有加壓,1
笑死,1
我,1
 感覺有120,1
水拉,1
九千六,1
破萬吧,1
五局大戰,1
Gooddddddd,1
洪敏還是去二軍練吧==,1
大力出奇蹟!!!,1
線上快破萬人,1
兩隊都很強,1
好開心🥹🥹🥹,1
破一萬,1
特別進來看聊天的,1
有5局 可看,1
哇,1
👍👍👍👍👍👍👍👍,1
為什麼不用三戰兩勝制,1
i need to rewatch this,1
三戰兩勝啊,1
催下去,1
是三戰兩勝沒錯啊,1
是三戰兩勝哦！,1
所以明天還有囉,1
nawala na naman despensa nila. kalat pa ang setter,1
太瘋了吧😇,1
對 還有,1
真的好扛,1
謝謝你,1
nojnoj Teh tigilan mo na yan,1
明明長得比較像我們這一家的柚子,1
許,1
Di pwede,1
對 花柚子,1
超像柚子,1
對阿 髮型也一樣XD,1
花柚子,1
請問有人知道3月這幾場比完 下次會是什麼時候嗎,1
有人在看wwe嗎,1
meron kc akong nabasang article na ruled out daw xa dis season,1
正常情況10月底囉,1
是,1
開始了開始了,1
人氣比較低而已,1
去年唸Hop sports 不知道在唸什麼,1
這個回覆速度很強欸,1
想看他們比愛心,1
clutch na to. wag tayo magchoke please lang 🙌🥹,1
恢復,1
進場支持的好賺喔,1
沒有捏,1
go lasalle! fight lasalle,1
職棒熱身賽 是要怎麼high XD,1
還不夠格,1
5局開始!~,1
國家隊有誰啊,1
這甚麼英文...,1
Yong isang kambal talaga nakakatakot mag choke kasi sa crucial part,1
你可以跟旁邊的人聊天,1
omg 還在播,1
跟職棒比是在開玩笑嗎,1
好扯,1
水,1
噴,1
這裡有人是住海邊的嗎,1
針對他,1
針對他就對了,1
dasurve,1
發死他 繼續比啊,1
今天風好大,1
她又又又接爛,1
比數難分難捨,1
接的爛還敢一直臭,1
nang aasar cla eh,1
罩拉 大DAY,1
🙌🙌🙌🙌🙌🙌🙌🙌🙌,1
水,1
yezzz!!!,1
抓到你了,1
nice,1
BLOCK!!!!!!,1
水,1
水拉,1
許：矇,1
👏👏👏,1
ayan na!!!,1
舒服,1
羨慕可以在現場😭,1
罩啦,1
差這麼多,1
咩阿咩阿,1
？,1
Come on!,1
another one,1
太誇張了,1
許文罩,1
👍,1
nakaabot ako kaso last set na😭😭,1
bat wala na ung pa clap clap kapag nag serserve sa WS??,1
發威了,1
Ace,1
我想看15:1,1
沒關係 最後在右邊的隊伍會獲勝,1
阿育你確定不吃飯嗎,1
就說相遇的到,1
please focus to 19,1
太鬼了,1
gg,1
nice!!! ganyan lang!!!,1
15:1,1
這局是打15分嗎,1
kaya yan,1
好好笑 要吃飯啦,1
布在報仇了,1
bat wala na ung pa clap clap ng audience at teammates kapag nag serserve angWS??,1
許文罩,1
喔給,1
罩啦,1
要記得吃飯,1
太扯了啦,1
沒了,1
HOYYYYY GRABE,1
幾分啦我想看,1
7,1
太扯…,1
太狠了,1
好扯,1
!!!!!!!!!!,1
太誇張了吧,1
太鬼啦,1
扯,1
超扯！,1
再惹,1
怎麼不臭一下,1
菲律賓一哥穩的啦,1
15:11,1
niceeeee,1
好狠,1
賺夠了,1
發到結束,1
怎麼突然勞賽,1
送分了,1
大家好棒,1
真的,1
call下,1
挖薩~~這麼激烈,1
開始發功,1
完啦！,1
我剛剛才看,1
罩死,1
台G電,1
罩喔,1
yeah!,1
抓到你了,1
下去,1
!!!,1
愛心愛心,1
比愛心快點,1
抓到了!~,1
怎麼不敢比愛心了,1
冰箱！,1
抓到了,1
太好了,1
🐶🐶隊立大功,1
罩,1
危險,1
!!!,1
再比個愛心,1
天啊，差距拉開了,1
比愛心啦拜託,1
罩啦,1
快換場了,1
whoohho!,1
業力引爆,1
結束,1
拉開了,1
水,1
one了,1
比愛心拉,1
必須要說，右邊真的是寶地,1
再比阿,1
,1
比愛心啦,1
cutie ni no 15 pagnagcecelebrate,1
提前下班,1
右邊風水真的比較好嗎🤣,1
在右邊都占上風,1
罩啦,1
榜一大哥！,1
!!!,1
好多錢,1
小送,1
nice,1
浩吐露死,1
打開了,1
榜一不愧是榜一！,1
5,1
右邊場地有ＢＵＦＦ吧,1
ay pak,1
換邊,1
sabi nga nung host..huuwwaaa!,1
💋💋💋,1
Swerte yan,1
哇..要比愛心啦,1
右邊有法師加持,1
"7 nalang oh,",1
calllllllllllll,1
Brown Sugar Boba,1
再比呀,1
差距5分,1
罩,1
都是外國人在抖XD,1
!!!,1
比愛心快點,1
罩,1
"'Huwa""",1
Walang mambabash oi,1
吞下去啦,1
0,1
yabang kasi🤣😂🤪,1
👍👍,1
遊戲結束,1
罩,1
台便比愛心阿,1
罩,1
好愛這場哦,1
他們說不定根本不是在比愛心 還要一直帶風向😵‍💫,1
比一下愛心,1
罩,1
GAME OVER,1
不,1
罩,1
哇………,1
愛心比給我看,1
111...,1
天～～,1
baka kambal yan,1
!!!,1
嘉軒守得好,1
1 2 Play,1
要破萬了,1
水,1
哇二次,1
當一個有水準的球迷,1
lets go baby! no.19,1
12 play,1
阿NO偷襲成功,1
水,1
nubayan,1
啊會破萬嗎,1
快破萬了,1
!!!,1
笑死,1
天啊,1
怎麼跳這麼高,1
心態！！！,1
水,1
11分,1
9600啦！,1
ay,1
🤣🤣🤣,1
腳,1
跳好高,1
888888,1
腳XD,1
哎唷,1
有夠高,1
9700！,1
<3,1
Tumama paa shet,1
罩,1
一分還給你,1
BUKAS NAMAN ang pa POPCORN!,1
手軟,1
想看愛心,1
手軟了,1
發三小,1
要輸囉？,1
累了,1
不是不能臭啊 臭一下好氣氛 啊打那麼爛還臭那麼用力什麼意思,1
9700啦！,1
比愛心進去的,1
再撐一下就破萬了,1
9700⬆,1
在比愛心啊,1
漂亮的中間快功突破,1
ilavarn nyo mga bhieeee,1
不敢比了,1
石川祐希真的大顆,1
9700！,1
😭😭😭😭😭😭,1
欸上次也是7:11,1
現在時間晚上9:16了,1
Cover!,1
怪怪的,1
有股異味,1
10k viewers cutie pleaseee,1
?,1
nubayan,1
no cover,1
gogogo cutie no.19,1
coverage,1
冰箱～～🐶🐶,1
右邊到底什麼魔力,1
比愛心啊,1
9800？,1
右邊真的buff欸,1
打敗風水吧 😅,1
破萬！！！,1
我要逆轉！,1
阿洲～,1
比得很好吧 打得很好？,1
9800！,1
一堆可憐酸民,1
9800！,1
coverrrrrr,1
阿洲~,1
10k viewers cutie please!!!!,1
怎麼這個劇本這麼像,1
wpwp,1
快破萬人了,1
準備破萬了欸,1
不同位置到底要怎麼比,1
漂亮啊！,1
9.8k viewers,1
殺爆,1
快破萬了！,1
哇!!!,1
powerrrrr,1
破萬...快點 來看,1
大家不要吵架 要吵架先買票進場吵,1
pldc,1
!!!,1
為什麼要拿副攻跟大砲比較？,1
Nice booommmmm!,1
超高,1
怎麼不讓沈建鈊上,1
想看破萬！,1
!!!!,1
想看破萬！！！,1
yeessshhh!!!!,1
是不是冠軍賽都快萬啊,1
比愛心,1
屋挖!!!!!!!!!!,1
一萬！！！,1
快了,1
水拉,1
破萬了,1
9919,1
會破萬,1
哇萬了,1
再兩分,1
1萬,1
破萬破萬!!,1
破萬了,1
破萬人,1
9900！！,1
破萬了,1
破萬～～～～～～～,1
應該破了,1
破萬ㄌ,1
破萬!!!!!!!!!!!!!!!,1
一萬了！！！！,1
破萬！,1
破萬了,1
一萬了,1
一萬！！！,1
破萬,1
打卡合照！,1
破萬了,1
南波萬了,1
Lezzzgoooooo,1
napapasigaw na ako dito.. di naman ako taiwanese..ahihihi,1
也不是酸民拉，純粹不喜歡那嘲諷臉,1
1萬了,1
喎喎～～～,1
10082,1
逆轉！！！！！！！,1
萬人大台,1
10k,1
破萬了!!,1
破萬！,1
破萬,1
破萬比愛心,1
10萬人大台,1
一萬！！！！！,1
😢,1
萬了,1
長知識了 原來接不好不算打不好 ,1
gogogo cutie no.19,1
nice one,1
打卡打卡！！！！,1
破萬,1
10097,1
7,1
10097,1
破萬了！！！,1
連打兩天 很拼！,1
2 na lang,1
破萬,1
10k!!!,1
一萬,1
一萬！！！,1
下去,1
<3,1
萬人大台 超越職棒,1
! ! ! !,1
<3,1
10132,1
10132,1
<3,1
破100K人了,1
"tapos bukas ulit, ata next game",1
萬人大台 超越職棒,1
<3,1
萬人～,1
新的里程碑！！,1
萬人大台 超越職棒~~~~~~~~~~~~~~~~,1
雞排雞排,1
萬人大台 超越職棒~~~~~~~~,1
破萬,1
！1萬,1
10148,1
一萬人了！！,1
破萬!!,1
破萬,1
不要再吵了...,1
這就是嗆別人的後果,1
<3,1
<3,1
<3,1
<3,1
是10k,1
柚子啊！,1
在比啊,1
<3,1
難波萬,1
掛住,1
請不要洗版,1
<3,1
在比啊,1
可以比愛心~~,1
<3,1
？？？,1
在比啊,1
!,1
<3,1
88888,1
洗版三小,1
還沒輸啦,1
<3,1
愛心,1
congrats!! 10k VIEWERS,1
ggwp,1
isa na lang!!!!,1
<3,1
下去,1
<3,1
:elbowcough:,1
117,1
!!!!!!,1
5分 追一下,1
賽末啦,1
gggg,1
各位晚安～,1
WUUUUAAAAA,1
!!!!!!!!!!!!!!!,1
Gg,1
117,1
117 AMP,1
8888888,1
漂亮啊,1
！,1
LETS GOOOOOO,1
菜,1
117...,1
還一日球迷 臭最兇的都老電粉了啦笑死,1
拜拜👋,1
congrats,1
在比啊,1
117!!!!,1
開心,1
謝謝大家,1
good serve!!!!,1
辛苦了,1
比給我看 下去,1
水！！！！！！！,1
117==,1
想看 冰箱🐶🐶,1
哭啊~,1
破萬,1
UWIAN NAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
辛苦了,1
率,1
回家洗洗睡,1
RRRRRR,1
isa lang masasabi ko heartttttttt JAJAJAJAJAJ,1
10349,1
兩邊都好棒,1
之後還有兩場不急慢慢打,1
以結束 看不到愛心了,1
CONGRATSSSSS,1
tapos,1
幹,1
看訪問哦,1
117,1
Congrats!!,1
廢,1
催爆,1
wtf 117kmph,1
再邱啊,1
ty hop spots,1
後面有訪問哦！！！！,1
waah,1
希望大家留點口德喔😘,1
YA,1
when karma hits you well deserve taipower ems,1
沒辦法 受傷不能硬打,1
都打的很好,1
沈健欽受傷阿😭,1
一樣喔 ,1
應該是吧,1
咩 男女排差異而已,1
好多英文的,1
asar pa.more,1
明天下午的3點 5點 別忘囉:D,1
congrta!,1
grabe yung 117kmph,1
因為有人在猴,1
喔 所以看不得別人好?,1
因為球品,1
沒有看不起阿 那是你說的 不是我說的,1
asar pa more,1
🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭,1
還沒比完欸,1
Jusko mga bbw wag na magenglish,1
要3站2剩才是冠軍,1
right anne,1
抱歉,1
那個愛心是在哪裡啊 我剛剛不在沒看到,1
要3戰2勝才是冠軍,1
English please 😃😃🇵🇭🇵🇭🇵🇭,1
抱歉,1
業障提早引爆XD,1
可憐 玻璃娃娃不知道是誰齁,1
ty bop.sportz,1
以前就是三戰兩勝才冠軍嗎？,1
hop,1
對 以往都是,1
以前是一天打兩場,1
比愛心的片段在哪裡,1
球品決定高度,1
done subscribe 🇵🇭,1
後來被詬病才分開來打,1
mas ok pa to compared to mens volleyball ng one sport na walang live,1
沒球⋯,1
ayan ilaban bukas!!!!,1
人品定優劣？,1
對,1
after a day prior,1
球品本來就很重要,1
先吃宵夜,1
對阿,1
"after a day or two, there's caption available to this video",1
35pts shuta,1
好像也還好?,1
心態的問題啦,1
35分,1
35分喔,1
35...,1
35分？？？？？,1
台灣球迷很信敗人品,1
35分,1
Bry please don't talk too much ....opponent will learn from you,1
那愛心真的很敗,1
35分,1
不敢相信😂😂😂,1
那個動作太敗了影響中立球迷ＸＤ,1
回頭看了感覺也還好 也沒有對對方比,1
敗人品跟秀其實是一線之隔啦,1
他本來的心態真的很積極,1
很會講,1
*他本人,1
對著自己的隊員比任何的慶祝動作看不懂有什麼不妥,1
不要是遙遠的祝福….,1
兩隊都打得很好,1
希望明天就結束了 4月去打亞俱盃,1
玻璃同溫層,1
蔡應該是單純就賽場表現小嘲諷一下,1
嘲諷跟慶祝只有一線之隔,1
亞俱盃是5月,1
恩，不違規，就是敗好感,1
Sabi nya ok lang naman daw sila ng jowa nya,1
男排是5月份,1
咩 閉嘴,1
對啊,1
你要講這麼難聽,1
閉嘴,1
笑死 不要上場是什麼鬼,1
沾沒品,1
千萬別嘲諷，球品更重要,1
好好笑大家主將都不要上XD,1
比愛心超像屁孩,1
是啊 看那麼多年都沒看過 偏偏要在別人做過之後才做XD,1
謝謝糾正,1
主將不上我明天直接退票,1
你行你上,1
你搞人家心態，然後叫別人不要上場，邏輯?,1
哪裡啊比愛心,1
Mads Rvans 5pm,1
要不要每球都低手送給你啊,1
管人家要不要上場,1
比愛心是哪一局,1
剛好點進來看 好奇前面在說啥,1
第四局,1
冷靜 這個在職業運動都很正常 ，雖然我們是半職業,1
所以比愛心到底是幾分的時侯,1
玻璃高度果然這樣😆太高容易摔碎,1
比愛心就是嘲諷👎,1
嘲諷很沒品,1
那個真的針對感很重 尤其看好幾年了哪次看他這樣慶祝過了,1
k,1
沒差拉 最終還是輸給了玻璃渣,1
超沒品,1
沒禮貌,1
玻璃心娃娃不管別人怎樣，都覺得人家針對你們,1
正中紅心?,1
"@Anne L Eto naman, parang bago sa ganitong sports... Let them celebrate the way they know how.",1
對嘛 不要玻璃心 平常心就好,1
沒教養的會覺得自己怎麼做都合理 ㄏ,1
不能拚總冠軍嗎,1
嘲諷在國外會被打,1
創新高度,1
這才是冠軍戰,1
燃燒生命阿,1
被玻璃渣打爆囉 愛心,1
好奇螃蟹有什麼意思嗎,1
反正我看完後,1
我覺得愛心還好，重點是吐舌頭。。。,1
Exactly Kenn,1
螃蟹蠻可愛的(個人感覺,1
ahhhh number 6,1
想去現場！,1
蔡廢彰我覺得要不要叫他回豐原高商讓老師重心教什麼叫人品,1
不要帶風向啦玻璃,1
某chloe崩潰,1
８８８８８,1
晚安,1
晚安,1
對啊沛沛又礙到你,1
蔡還好啦,1
晚安！,1
晚安,1
嘴表現還好,1
晚安,1
waggg gagiii,1
快打！,1
之前是,1
之前是一天打兩場吧,1
今天沒打到第五局我不會滿意,1
不是昨天才賣票嗎,1
週1 現場人好少 😒,1
今天女排是如果一比一才有比賽啊,1
今天的票是昨天晚上才賣的 ,1
今天的票是昨天晚上 確定男子組會比賽 才開賣的哦,1
現場人好少🤣,1
原來如此，感謝。在南部無法參加,1
比較生氣的是菲律賓朋友吧ww,1
禮拜一人少啊,1
要拔牙沒辦法看整場🥲🥲,1
不是下班 是翹班,1
對,1
calm down,1
Do or Die?,1
好想去現場🥺🫠🫠,1
愛心,1
尊重對手,1
最好是不要再比愛心,1
尊重對手很重要懂嗎🐒,1
+9不會懂啦..哈,1
第一球就漏氣,1
水,1
昨天比賽結束有比喔🫶🏻🫶🏻,1
雙方標誌桿都得一分,1
🤣🤣🤣,1
吳珮軒是黑人,1
因為他只會比愛心,1
bakit feel ko pagod na parehong team😅,1
翹班😂,1
腳受傷,1
화이팅!!,1
被拉開了,1
6:2⋯⋯,1
涼了,1
沒有,1
希望集中專注到最後,1
too much error,1
有沈建钦就不用打三天了,1
less error please,1
沾🐒跌倒真可愛,1
屋阿,1
好！謝謝！,1
又送球,1
talo sa errors,1
最後一句的什麼時候ㄚ,1
還在熱，慢慢來,1
唉唉,1
胎胎回高雄了,1
最終戰了,1
.....,1
ilabas si 20,1
#20 nice..good job..keep it up,1
這球 ...,1
剛講完就,1
LoseStreak,1
我快哭了,1
國昌傻眼,1
超爛 昨天也是輸在他,1
nice one,1
沒那麼離譜吧～,1
哪裡好 甚麼都沒辦法,1
連懂生氣,1
老闆臉臭臭,1
六點開球真的太早了，意大利晚場都是八點半才開打。,1
looks like they're tired,1
高度不行,1
sakit sa mata nung errors,1
palitan mona c no.20,1
開局有點緊,1
Hylas Lai 可憐,1
不敢打,1
抓到 有黑粉,1
#20 cool ka lang,1
蔡的反應都好可愛,1
？,1
?,1
出界⋯⋯⋯⋯,1
哇,1
…,1
肉包沒吃到,1
打歪了,1
居然出界XDD,1
ridiculous,1
居然出界= =,1
沒吃到肉包,1
非常積極,1
Ilabas na si No. 20 muna bes,1
17 ipasok,1
天啊,1
@BALABALA 事實說不得嗎 他就真的丟很多分,1
好多不該出現的球⋯,1
打點真高,1
打點超高............,1
有 佐藤健的FU,1
汪動作很流暢,1
這個音樂 每次都想到黑人抬棺,1
